api_member_id,api_date,api_type,api_kind,api_relation,api_detail,api_current_valuation,api_origin_valuation,api_increased_amount,api_decreased_amount,api_reason_change
Q918403D,202408,건물,아파트,본인,서울특별시 서초구 서초동 삼풍아파트 건물 163.81㎡ 중 81.90㎡,1263500,,,,
Q918403D,202408,건물,아파트,배우자,서울특별시 서초구 서초동 삼풍아파트 건물 163.81㎡ 중 81.90㎡,1263500,,,,
N4R2421C,201603,유가증권,비상장주식,배우자,"용일토건 42,948주, 혜영건설 25,200주, 원하종합건설
70,800주, 동화은행 0주",1263480,1263480,0,0,
ZBX31520,202003,토지,대지,배우자,서울특별시 용산구 이태원동 260-19번지 218.00㎡,1263092,1086948,176144,,가액변동
SNJ6318D,201603,토지,답,본인,"경기도 고양시 덕양구 오금동 411-2번지 6,523.00㎡",1258939,1271985,0,13046,가액변동
IWR8966I,202408,채무,금융채무,본인,"농협은행 1,056,990, 신한은행 170,000, 오릭스캐피탈코리아 31,316",1258306,,,,
NQR1206Q,202303,채무,금융채무,본인,"우리은행 1,257,748(1,257,748 증가)",1257748,0,1257748,0,보증금 상환
FU87526G,202203, 예금,,배우자,"(주)KB손해보험 3,166(1,188 증가), AIA생명보험주식회 사 9,168(580 증가), BNP파리바카디프생명보험 0(40,000 감소), KB생명보험 83,410(18,000 증가), 국민은행 415,270(19,788 증가), 농협은행 10, 메리츠화 재해상보험(보험) 7,747(972 증가), 메트라이프생명보 험 94,600(8,400 증가), 미래에셋생명보험 90,800(2,400 증가), 신한은행 113,761(75,366 증가),에이비엘생명보험 50,000, 우리은행 452, 키움닷컴증권91,201(1,940 증가), 푸르덴셜생명보험 146,761(27,051증가), 한국교직원공제회 902(902 증가), 한화생명보험주식회사 150,000",1257248,1140661,446180,329593,
G7512472,202303,예금,,본인,"(주)KEB하나은행 19(64 감소),KB라이프생명보험(푸르덴셜생명보험) 50,180(1,453 증가), 농협은행 1,062(650 감소), 주식회사 카카오뱅크 3,537(568 증가), 한국투자증권 1,202,016(228,221감소), 한화투자증권 146",1256960,1483874,2780,229694,"소득 예금, 보험금 누적,금융상품 평가액 변동에 따른 감소 및 생활비 지출"
8WV8289I,201703,건물,상가,배우자,서울특별시 강남구 신사동 대지 182.50㎡ 건물 527.66㎡,1255514,1176831,78683,0,가액변동
WDR7061Y,202003,예금,,배우자,"(주)DB저축은행 49,161(1,111 증가), (주)KEB하나은행 222,AIA생명보험주식회사 3,676, IBK연금보험주식회사49,500(18,000 증가), SBI저축은행 48,791(1,112 감소), 교보생명보험 22,050(4,200 증가), 국민은행 150, 롯데손해보험 96(96 증가), 삼성생명보험 142,561(5,510 증가), 상호저축은행중앙회 168,808(57,158 증가), 수협중앙회49,176(1,176 증가), 신용협동조합중앙회 54,910(44,910 증가), 신한생명보험 38,000(6,000 증가), 신한은행
 153,296(332 감소), 우리종합금융 12, 웰컴저축은행44,060(977 증가), 케이디비생명보험 38,880, 한국교직원공제회 155,205(13,982 증가), 한국산업은행 103,696(1,962증가), 한화생명보험주식회사 106,400(8,400 증가), 한화손해보험 60(60 증가), 흥국생명보험 26,400(7,200 증가)",1255110,1085812,632524,463226,
K3W33496,202103,건물,아파트,본인,서울특별시 강남구 도곡동  도곡한신아파트 건물 84.74㎡,1253000,864000,389000,0,공시가격 변동
MNZ4401T,202103,채무,금융채무,배우자,"KB캐피탈 38,271(6,685 감소), 상호저축은행중앙회 115,884(191,614 감소), 스탠다드차타드은행58,406(1,392 감소), 신한은행 239,166(5,833 감소),씨티은행 53,726(5,126 감소), 우리은행 700,400(33,197 감소), 전북은행 46,750(46,750 증가)",1252603,1449700,81750,278847,신규 금융채무 및 급여저축 일부상환
ZJI5740K,202003,예금,,배우자,"(주)KEB하나은행 11, 농협은행 392,711(318,794 증가), 메 리츠종금증권 0(1 감소), 미래에셋대우(주) 386,782(142,362 증가), 삼성생명보험 143,662(67,417 감
 소), 스탠다드차타드은행 139,518(1,311 증가), 우리은행 1, 한국교직원공제회 169,693(10,755 감소), 한국카카오은
 행(주) 599(599 증가), 한국투자증권 417, 한화손해보험
 18,368(6,888 증가)",1251762,859981,699057,307276,
UDB4825U,201703,예금,,배우자,"(주)KEB하나은행 4(4 증가), KB증권(구)현대증권 5(5 증가),
동부저축은행 48,000, BNP파리바카디프생명보험 100,000,
동부화재해상보험 32,000, 중소기업은행 66,832(96,700 감소), 삼성생명보험 200,000, 신한은행 253,445(202,981 증가), SK증권 1(1 증가), (주)KB손해보험 32,000(32,000
증가), IBK연금보험주식회사 448,000(56,000 증가), 케이프투자증권(구)LIG투자증권 0(32,000 감소), 우리은행 37,475(37,475 증가), 교보생명보험 32,000, OSB저축은행
546(46 증가)",1250308,1050496,333191,133379,
D397960C,201803,건물,단독주택,본인,서울특별시 종로구 평창동 대지 522.00㎡ 건물 329.87㎡,1250000,1200000,50000,0,가액변동
CZB4125D,201903,건물,아파트 전세(임차)권,배우자,서울특별시 용산구 한강로2가 용산푸르지오써밋 건물 169.06㎡ (건물 169.06㎡ 증가),1250000,0,1250000,0,신규 계약
CZB4125D,202003,건물,"아파트
 (전세(임차)권)",배우자,"서울특별시 용산구 한강로2가 용산푸르지오써밋 건물
 169.06㎡",1250000,1250000,,,변동없음
ZDP5704Q,202403,건물,복합건물(주택+상가),본인,경기도 성남시 분당구 야탑동 대지 232.10㎡ 건물 433.49㎡,1249206,1361455,0,112249,가액변동
ZDP5704Q,202408,건물,복합건물(주택+상가),본인,경기도 성남시 분당구 야탑동 대지 232.10㎡ 건물 433.49㎡,1249206,,,,
N4R2421C,201803,건물,아파트,배우자,"서울특별시 송파구 잠실동 아시아선수촌아파트 건물
178.32㎡ 중 133.79㎡",1248000,1134000,114000,0,가액변동
OSV9142K,202203, 건물,아파트,본인,서울특별시 광진구 광장동 극동아파트 건물 126.94㎡,1247000,1018000,229000,0,가액변동
7JC3239L,202103,예금,,배우자,"SBI저축은행 47,000, 국민은행 1,218(1,228 감소), 농협생명보험 27,442, 농협손해보험 15,000, 농협은행 2,농협중앙회 538, 동양생명보험 0(36,000 감소), 미래에 셋대우(주) 141,410(47,521 증가), 산림조합중앙회 30,000, 삼성생명보험 173,469(699 증가), 새마을금고178,004(31,818 증가), 스탠다드차타드은행 2,824(447 증가), 신용협동조합중앙회 69,259(3 증가), 신한생명 보험 30,000, 씨티은행 56,084(3,435 감소), 우체국135,590, 중소기업은행 39,500, 케이디비생명보험35,000, 한화생명보험주식회사 45,000, 한화손해보험70,000, 흥국생명보험 149,000",1246340,1206515,235421,195596,
Q129715Y,202408,채무,금융채무,배우자,"(주)KEB하나은행 951,401, 국민은행 252,200, 비엔케이캐피탈(주) 22,916,하나캐피탈 19,795",1246312,,,,
CAA7713A,202203, 건물,오피스텔,본인,부산광역시 금정구 부곡동 백산오피스텔 대지 220.20㎡건물 805.53㎡,1246155,1120734,125421,0,가액변동
XBT9550Q,202103,건물,상가,배우자,서울특별시 노원구 중계동  건영아파트상가 대지259.32㎡ 건물 370.60㎡,1244324,1116598,127726,0,가액변동
1X376850,202203, 건물,아파트,모,서울특별시 서초구 방배동 방배우성 건물 117.19㎡,1244000,928000,316000,0,가액변동
ZBX31520,201803,유가증권,상장주식,배우자,"알티캐스트 3,400주, 셀트리온 5,546주(264주 증가)",1243135,582484,660651,0,"평가액 변동 및 기업의 이익
발생으로 배당입고"
UDB4825U,201903,예금,,배우자,"DB손해보험(주) 32,000, (주)KEB하나은행 0(4 감소), BNP파리바 카디프생명보험 100,000, KB증권 5, 중소기업은행 104,918(100,347 증가), 삼성생명보험 200,000, 신한은행 170,893(98,737 증가), SK증권 1, (주)KB손해보험 32,000, IBK연금보험 560,000(16,000 증가), 우리은행 10,844(7,966 감소), 교보생명보험 32,000",1242661,1035547,221500,14386,
DCR84445,201903,예금,,본인,"삼성생명보험 29,750(3,000 증가), 신용협동조합중앙회 140(3 증가), KB증권 2, NH투자증권 4, 광주어룡신협 35, 농협은행 5,212(948 감소), 국민은행 1,205,987(157,162 감소), 광주은행 1",1241131,1396238,1123586,1278693,급여 저축 등
4019850M,202103,예금,,배우자,"(주)KEB하나은행 11,817(319,214 감소), DB손해보험 (주) 30,000, 교보생명보험 24,118(3,959 증가), 신한은행 1,174,860(1,221,415 감소)",1240795,2777465,447157,1983827,
XQ98168F,202003,토지,대지,본인,서울특별시 송파구 석촌동 288-8번지 236.30㎡,1240575,1110610,129965,,가액변동
ZL32287Z,201703,채무,금융기관채무,배우자,"(주)KEB하나은행 100,000, 국민은행 1,140,000(200,000
증가)",1240000,1040000,1040000,840000,사업관련 지출 등
6K79158C,202408,건물,아파트(전세(임차)권),배우자,서울특별시 양천구 신정동 신정동 아이파크 건물 114.75㎡,1240000,,,,
ZJI5740K,202003,건물,아파트,본인,"서울특별시 서초구 방배동 현대멤피스아파트 건물 186.53
 ㎡",1240000,1032000,208000,,가액변동
06X3845L,201803,건물,아파트,본인,서울특별시 용산구 서빙고동 신동아아파트 건물 166.98㎡,1240000,1104000,136000,0,가액변동
ZYH1940A,201703,예금,,본인,"하나생명보험 67,000(7,000 증가),
에이스아메리칸화재해상보험 1,010(243 증가), 신한은행 133,061(525 증가), 구즉신협 123(3 증가), 삼성생명보험
24,048(4,008 증가), 삼성증권 1,017(36 증가), 한화손해보험
300(300 증가), 농협은행 3,707(60,363 감소), 유안타증권
6,022(15 증가), 탄동 584(19 증가), 국민은행 488, (주)KEB하나은행 748,789(81,352 증가), 동양생명보험 42,000, 농협중앙회 24,922(24,920 증가),
ING(네덜란드)생명보험 168,000, 동부화재해상보험
17,700(2,100 증가)",1238771,1178613,622186,562028,"급여저축, 이자소득 및 계좌만기로 인한 예금변동"
QUM8288K,202103,건물,아파트,배우자,서울특별시 서초구 서초동  서초1차이편한세상 건물130.53㎡,1238000,1238000,0,0,가액 변동 없음
QUM8288K,202008,건물,아파트,배우자,서울특별시 서초구 서초동  서초1차이편한세상 건물 130.53㎡,1238000,,,,
PO64874I,202203, 채무,기타,본인,마포세무서,1237932,1237932,0,0,변동 없음
PO64874I,202103,채무,기타,본인,마포세무서 감소,1237932,1530819,0,292887,상속세 일부 상환
MHK9919B,201703,예금,,본인,"신한은행 1,156,578(434,592 증가), 중소기업은행 31(31
증가), 삼성생명보험 46,368, 국민은행 6,905(3 증가), 삼성화재해상보험 27,624(2,079 증가), 스탠다드차타드은행 0(405,339 감소)",1237506,1206140,436705,405339,"본인소득, 장남소득, 금융이자 등"
6EN68926,202103,예금,,배우자,"(주)KEB하나은행 19,200, (주)하나저축은행 0(1 감소),KB저축은행 0(49,000 감소), OSB저축은행 45,000, SBI저축은행 49,095, 교보생명보험 37,600, 농협중앙회 0(40 감소), 동양생명보험 40,600(8,400 증가), 상호저축은행 중앙회 343,004(190,010 감소), 새마을금고 49,000, 스 탠다드차타드은행 20,018(72,792 감소), 신용협동조합중 앙회 54,623(4,663 감소), 신한저축은행 46,546, 우체국531,977(81,804 증가), 유안타증권 139, 중소기업은행 20",1236822,1463124,398790,625092,
PO64874I,202008,건물,아파트,배우자,서울특별시 강남구 일원동  래미안 루체하임 건물 395.62㎡,1236000,,,,
PO64874I,202103,건물,아파트,차남,서울특별시 강남구 일원동  래미안 개포 루체하임 건물59.98㎡ (건물 59.98㎡ 증가),1236000,0,1236000,0,수증
UHB5553T,202203, 예금,,배우자,"Fidelity 1,136,020(204,789 증가),HudsonValleyFederalCreditUnion 96,162(56,564 증가),국민은행 3,268(22,551 감소)",1235450,996648,266743,27941,본인과 배우자의 급여 저축 증가 등
GX38539O,201903,채권,,본인,사인간채권 감소,1235000,1435000,0,200000,일부 환수
TZP9391O,202103,채무,금융채무,배우자,"상호저축은행중앙회 322,608(322,608 증가), 신한은행910,548(910,548 증가)",1233156,0,1233156,0,분양권 매입 및 상가 매입
V1849655,201603,건물,의료시설,본인,"부산광역시 동래구 안락1동 대지 404.00㎡ 건물 1,460.00㎡",1232589,1160237,72352,0,가액변동
ZL32287Z,201803,채무,금융기관채무,배우자,"(주)KEB하나은행 92,496(7,504 감소), 국민은행 1,140,000",1232496,1240000,1140000,1147504,차용금 감소
MO52543L,202003,건물,아파트,본인,"서울특별시 영등포구 여의도동 광장아파트 건물 150.71
 ㎡",1232000,984000,248000,,가액변동
ZL32287Z,201903,채무,금융기관채무,배우자,"(주)KEB하나은행 82,496(10,000 감소), 국민은행 1,145,998(5,998 증가), 한국캐피탈 2,833(2,833 증가)",1231327,1232496,1148831,1150000,예금으로 상환
CAA7713A,202303,토지,대지,본인,경상남도 양산시 신기동 644-9번지 927.70㎡,1231057,1166118,64939,0,공시지가 상승
DWK26447,202303,건물,아파트,배우자,대구광역시 수성구 수성동3가 수성 코오롱 하늘채 건물149.81㎡,1231000,1231000,0,0,가액변동 없음
8Q88373R,202303,건물,아파트,본인,서울특별시 송파구 신천동 장미아파트 건물 120.00㎡ 중74.40㎡,1230700,1042222,188478,0,공시 가격 변동
1PZ8289D,201703,예금,,본인,"하나생명보험 100,000, 중소기업은행 312,908(72,245 증가),
우리은행 11,236(58 증가), 흥국생명보험 29,950(350 증가), 신한금융투자(주) 134,798(2,003 증가), AIA생명보험 63,715(24,701 증가), 메트라이프생명보험 0(2,313 감소), MG손해보험(주) 300(300 증가), 국민은행 409(1 증가), (주)KEB하나은행 419,427(79,003 증가), 한국산업은행 115,739(5,195 증가), 한화생명보험주식회사 36,000,
삼성화재해상보험 5,572(582 증가)",1230054,1047929,468698,286573,급여 저축 및 주식매도금액 예금
LQW3652K,202203, 건물,아파트(전세(임차)권),본인,서울특별시 송파구 신천동 파크리오 건물 84.79㎡ (건물 84.79㎡ 증가),1230000,0,1230000,0,전세 신규 계약
LQW3652K,202203, 건물,아파트(전세(임차)권),본인,서울특별시 송파구 신천동 파크리오 건물 84.79㎡ (건물 84.79㎡ 증가),1230000,0,1230000,0,전세 신규 계약
LQW3652K,202303,건물,아파트(전세(임차)권),본인,서울특별시 송파구 신천동 파크리오 건물 84.79㎡,1230000,1230000,0,0,변동없음
OSV9142K,202403,건물,아파트,본인,서울특별시 광진구 광장동 극동아파트 건물 126.94㎡,1230000,1440000,0,210000,공시가격 변동
MHK9919B,201903,예금,,본인,"신한은행 1,143,513(16,763 증가), 중소기업은행 31, 삼성생명보험 46,368, 농협은행 2,730(4,132 감소), 삼성화재해상보험 34,752(3,564 증가)",1227394,1211199,1133071,1116876,"급여, 이자, 아파트 매각"
LCJ77278,201703,예금,,배우자,"한국교직원공제회 58,958(3,558 증가), 국민은행 15,996(254
증가), 삼성화재해상보험 7,294(238 증가), 삼성생명보험 37,200(4,326 감소), NH투자증권 4,273(4,177 증가),
한국산업은행 1,086,600(2,009 증가), 우리은행
16,196(5,654 증가)",1226517,1214953,16726,5162,
9L57027L,202403,건물,아파트,본인,서울특별시 서초구 잠원동 블루힐하우스 건물 84.54㎡,1225000,1452000,0,227000,가액변동
9L57027L,202408,건물,아파트,본인,서울특별시 서초구 잠원동 블루힐하우스 건물 84.54㎡,1225000,,,,
8IN46764,201903,건물,아파트,본인,서울특별시 영등포구 여의도동 여의도자이 건물 182.45㎡,1224000,1128000,96000,0,가액변동
W4X85128,202103,건물,아파트,본인,서울특별시 서초구 잠원동  잠원훼미리아파트 건물84.90㎡,1224000,912000,312000,0,가액 변동
GW55008L,201703,건물,아파트,본인,서울특별시 강남구 도곡동 렉슬아파트 건물 134.90㎡,1224000,1224000,0,0,가액변동 없음
E6U4345C,202203, 토지,임야,배우자,"경기도 광주시 곤지암읍 신촌리 117-7번지 2,790.00㎡(2,790.00㎡ 증가)",1223700,0,1223700,0,신규추가
E6U4345C,202303,토지,임야,배우자,"경기도 광주시 곤지암읍 신촌리 117-7번지 2,790.00㎡",1223700,1223700,0,0,변동없음
PWU27609,201703,예금,,배우자,"푸른상호저축은행 48,000, 농협중앙회 779,045(110,384
증가), 신한은행 51,902(1,226 감소), 중소기업은행 72,335(9,715 감소), 삼성증권 11, 한국투자증권 12, 농협생명보험 200,000(32,000 증가), 교보생명보험
26,468(10,220 증가), OSB저축은행 45,900",1223673,1082010,718694,577031,
VHK3402G,202003,토지,임야,본인,"경기도 여주시 교동 산 4-21번지 156,065.00㎡ 중
 26,010.00㎡",1222470,1186056,36414,,가액변동
SEK1881Q,201803,예금,,배우자,"에이비엘생명보험 7,548, 신용협동조합중앙회신용공제사업부 12,000, DB손해보험(주) 839(504 증가), 하나금융투자 2(2 증가), 미래에셋대우(주) 34(34 증가), KB생명보험 98,000(98,000 증가), 국민은행 591,993(1,186감소), 삼성화재해상보험 99,999, KB증권 315(315 증가), 삼성생명보험 16,873(1,939 증가), 동양생명보험 0(59,400 감소), 망미신협 316, AIA생명보험주식회사 2,368(768 증가), 부산하나신협 10,253, 신용협동조합중앙회 10,000(541 감소), 우리은행 10,050, 현대라이프생명보험 102,000, 교보생명보험 9,746(796 증가), 라이나생명보험 2,207(697 증가), 남천천신협    38,622(38,622 증가), 부산은행 1,959(3,753 감소), 미래에셋생명보험 206,200(12,000 증가)",1221324,1132527,688903,600106,
M6H1705E,202103,건물,아파트,본인,서울특별시 용산구 서빙고동  신동아아파트 건물210.25㎡ 중 105.12㎡,1220000,1050500,169500,0,실거래가격으로 정정
M6H1705E,202103,건물,아파트,배우자,서울특별시 용산구 서빙고동  신동아아파트 건물210.25㎡ 중 105.12㎡,1220000,1050500,169500,0,실거래가격으로 정정
M6H1705E,202203, 건물,아파트,배우자,서울특별시 용산구 서빙고동 신동아아파트 건물 210.25㎡ 중 105.12㎡,1220000,1220000,0,0,변동없음
M6H1705E,202203, 건물,아파트,본인,서울특별시 용산구 서빙고동 신동아아파트 건물 210.25㎡ 중 105.12㎡,1220000,1220000,0,0,변동없음
8XE7026P,202408,건물,아파트,본인,서울특별시 종로구 평동 경희궁자이 3단지 건물 84.84㎡,1220000,,,,
2WQ6656P,201803,토지,잡종지,본인,"경상남도 양산시 하북면 용연리 676-2번지 29,818.00㎡",1219556,1165883,53673,0,가액변동
ZYH1940A,201803,예금,,본인,"하나생명보험 84,000(17,000 증가),
에이스아메리칸화재해상보험 912(98 감소), 신한은행 135,883(2,822 증가), 구즉신협 126(3 증가), 삼성생명보험
28,056(4,008 증가), 삼성증권 1,069(52 증가), 한화손해보험
300, 농협은행 4,601(894 증가), 유안타증권 6,038(16 증가), 탄동 600(16 증가), 국민은행 489(1 증가), (주)KEB하나은행 746,777(2,012 감소), 동양생명보험 42,000, 농협중앙회
35(24,887 감소), DB손해보험(주) 0(17,700 감소),
ING(네덜란드)생명보험 168,000",1218886,1238771,697210,717095,"생활비 등 지출, 급여저축, 이자 소득 및 계좌만기로 인한 예금변동"
EJS5449A,201603,건물,근린생활시설,본인,"경기도 용인시 처인구 양지면 정수리 대지 4,281.00㎡건물
1,540.00㎡",1217916,1209365,8551,0,가액변동
TZ228122,202008,채무,금융채무,본인,"부산은행 998,000, 우리은행 219,300",1217300,,,,
TKJ4800F,202103,예금,,본인,"(주)KB손해보험 9,636(1,584 증가), 국민은행 2,064(2증가), 농협생명보험 30,000, 농협은행 103,136(55,910 감소), 농협중앙회 478,022(93,002 증가), 상호저축은 행중앙회 0(10,000 감소), 새마을금고 6,183(76 증가), 스탠다드차타드은행 53,450(11,272 증가), 신용협동조 합중앙회 254,765(231,542 증가), 신한생명보험 15,960, 신한은행 20, 오렌지라이프생명보험 주식회사8,400, 케이디비생명보험 7,128, 한화생명보험주식회사110,444(15,660 증가), 현대해상화재보험137,275(17,373 증가)",1216483,911882,387472,82871,급여 저축 보험 등
XT18076X,201803,건물,아파트,본인,경기도 성남시 분당구 정자동 파크뷰 건물 199.78㎡,1216000,1216000,0,0,가액변동없음
YLS4431M,202408,건물,아파트,본인,"서울특별시 양천구 목동 목동신시가지아파트6단지 건물
95.03㎡",1216000,,,,
YLS4431M,202403,건물,아파트,본인,서울특별시 양천구 목동 목동신시가지아파트6단지 건물95.03㎡,1216000,1546000,0,330000,공시가격 하락
XT18076X,201703,건물,아파트,본인,경기도 성남시 분당구 정자동 파크뷰 건물 199.78㎡,1216000,1192000,24000,0,가액변동
EMC8812P,202203, 예금,,본인,"(주)KEB하나은행 31, 농협중앙회 16,724(6,863 증가), 대구은행 1,041,248(219,737 증가), 동양생명보험 0(4,800 감소), 미래에셋대우(주) 4(179,359 감소), 삼성생명보험 37,740(4,080 증가), 새마을금고 48,012,푸르덴셜생명보험 71,729(4,031 증가)",1215488,1164936,990698,940146,급여저축 및 생활비 지출
5MD4184K,202403,건물,아파트,배우자,경기도 과천시 별양동 건물 84.96㎡,1215000,1160000,55000,0,가액변동
LCJ77278,201608,예금,,배우자,"한국교직원공제회 55,400, 국민은행 15,742, 삼성화재해상보험 7,056,
삼성생명보험 41,526, NH투자증권 96, 한국산업은행 1,084,591, 우리은행 10,542",1214953,,,,
ZYH1940A,202103,예금,,본인,"(주)KEB하나은행 803,715(143,290 증가), 국민은행 490(1 증 가), 농협은행 4,510(2,644 증가), 농협중앙회 47(488 감 소), 동양생명보험 0(42,000 감소), 삼성생명보험 40,080(4,008 증가), 삼성증권 1,280(71 증가), 새마을금고659(21 증가), 신용협동조합중앙회 133, 신한은행66,839(1,879 감소), 에이스아메리칸화재해상보험 912, 오렌 지라이프생명보험 주식회사 168,000, 유안타증권 6,077(9 증 가), 하나생명보험 120,000(12,000 증가), 한화손해보험 300",1213042,1095365,758298,640621,급여 저축 등으로 인한 예금증가
REG96285,202408,건물,복합건물(주택+상가),본인,"부산광역시 중구 대청동2가 대지 508.10㎡ 중 169.30㎡ 건물 2,014.10㎡ 중671.30㎡",1212538,,,,
ZL32287Z,202003,채무,금융기관채무,배우자,"(주)KEB하나은행 72,497(9,999 감소), 국민은행
 1,140,000(5,998 감소), 한국캐피탈 0(2,833 감소)",1212497,1231327,1140000,1158830,예금으로 상환
MHK9919B,201803,예금,,본인,"신한은행 1,126,750(29,828 감소), 중소기업은행 31,
삼성생명보험 46,368, 농협은행 6,862(6,862 증가), 국민은행 0(6,905 감소), 삼성화재해상보험 31,188(3,564 증가)",1211199,1237506,1109198,1135505,급료
DAN6731C,201703,건물,기타,본인,"서울특별시 양천구 목동 목동신시가지아파트 대지 466.42㎡
중 233.21㎡건물 366.18㎡ 중 183.09㎡",1207572,1207572,0,0,
DAN6731C,201703,건물,기타,배우자,"서울특별시 양천구 목동 목동신시가지아파트 대지 466.42㎡
중 233.21㎡건물 366.18㎡ 중 183.09㎡",1207572,1207572,0,0,
DAN6731C,201608,건물,기타,배우자,"서울특별시 양천구 목동 목동신시가지아파트 대지 466.42㎡ 중 233.21㎡
건물 366.18㎡ 중 183.09㎡",1207572,,,,
DAN6731C,201608,건물,기타,본인,"서울특별시 양천구 목동 목동신시가지아파트 대지 466.42㎡ 중 233.21㎡
건물 366.18㎡ 중 183.09㎡",1207572,,,,
7JC3239L,202008,예금,,배우자,"SBI저축은행 47,000, 국민은행 2,446, 농협생명보험 27,442, 농협손해보험 15,000, 농협은행 2, 농협중앙회 538, 동양생명보험 36,000, 미래에셋대우(주)93,889, 산림조합중앙회 30,000, 삼성생명보험 172,770, 새마을금고 146,186, 스 탠다드차타드은행 2,377, 신용협동조합중앙회 69,256, 신한생명보험 30,000, 씨 티은행 59,519, 우체국 135,590, 중소기업은행 39,500, 케이디비생명보험 35,000, 한화생명보험주식회사 45,000, 한화손해보험 70,000, 흥국생명보험 149,000",1206515,,,,
2WQ6656P,201803,토지,임야,본인,"경상남도 양산시 하북면 용연리 1175-1번지 4,651.00㎡",1206004,1125076,80928,0,가액변동
HFV52269,202408,건물,공장,본인,"경기도 안성시 미양면 계륵리 대지 3,759.00㎡ 건물 495.00㎡",1205697,,,,
YOG1280B,202303,건물,아파트,모,부산광역시 해운대구 우동 해운대자이 1단지 건물120.36㎡,1205000,1001000,204000,0,공시가격 상승
YLS4431M,202008,건물,아파트,본인,서울특별시 양천구 목동  목동신시가지아파트6단지 건물 95.03㎡,1204000,,,,
YLS4431M,202103,건물,아파트,본인,서울특별시 양천구 목동  목동신시가지아파트6단지 건물 95.03㎡,1204000,1204000,0,0,가액변동 없음
TZ228122,202203, 채무,금융채무,본인,"부산은행 999,619(32,619 증가), 삼성카드16,993(1,034 감소), 우리은행 186,500(21,070 감소)",1203112,1192597,42619,32104,채무 일부 변동
FU87526G,202303,예금,,배우자,"(주)KB손해보험 4,353(1,187 증가), AIA생명보험주식회사 9,749(581 증가), KB라이프생명보험(KB생명보험)101,410(18,000 증가),KB라이프생명보험(푸르덴셜생명보험) 172,763(26,002증가), 국민은행 370,386(44,884 감소), 농협은행 10,메리츠화재해상보험(보험) 8,752(1,005 증가),메트라이프생명보험 103,000(8,400 증가),미래에셋생명보험 43,400(47,400 감소), 신한금융투자(주) 1,107(1,107 증가), 신한은행 150,226(36,465 증가), 에이비엘생명보험 50,000,우리은행 452, 키움증권 85,361(5,840 감소),한국교직원공제회 11,627(10,725 증가),한화생명보험주식회사 90,000(60,000 감소)",1202596,1257248,296207,350859,"새마을금고 출자, 정기예금/보험 만료 등"
1MU99298,201803,건물,근린생활시설,본인,경기도 시흥시 정왕동 대지 539.30㎡건물 689.13㎡,1202387,1196994,5393,0,가액변동
JWW6081H,201903,예금,,본인,"제이티저축은행 45,000(45,000 증가), 삼성생명보험 129,361, 우리은행 8, (주)오케이저축은 45,000(45,000 증가), 우체국 45,037(11,226 증가), 남양저축은행 45,000(45,000 증가), 상상인저축은행 45,000(45,000 증가), 더케이손해보험(주) 1,150(300 증가), (주)DB저축은행 45,000(45,000 증가), 동양 생명보험 15,000, 에이비엘생명보험 50,000, 국민은행 269,138 (224,690 증가), (주)KEB하나은행 107,337(100,326 증가), 웰컴저축은행 45,000(45,000 증가), (주)키움저축은행 45,000( 45,000 증가), SBI저축은행 45,000(45,000 증가), ㈜유진저축 은행 45,000(45,000 증가), 페퍼저축은행 45,000(45,000 증가), (주)한국투자저축 45,000(45,000 증가), OSB저축은행 45,000(45,000 증가), 신한저축은행 45,000(45,000 증가)",1202031,280489,953825,32283,급여 저축 및 부동산 거래 대금으로 저축 증가(2017년 12월 부동산 매도계약 후 2018년 대금 수령으로 재산 변동 시차 있음)
ZBX31520,201608,채무,건물임대채무,본인,서울특별시 용산구 이태원동,1200000,,,,
23D73143,201603,건물,아파트,본인,서울특별시 강남구 압구정동 구현대아파트 건물 117.91㎡,1200000,1136000,64000,0,가액변동
8XE7026P,202408,채무,건물임대채무,본인,서울특별시 종로구 평동 경희궁자이 3단지 임대보증금,1200000,,,,
ZBX31520,201803,채무,건물임대채무,본인,서울특별시 용산구 이태원동 임대보증금,1200000,1200000,0,0,변동없음
9L57027L,202103,건물,아파트,본인,서울특별시 서초구 잠원동  블루힐하우스 건물 84.54㎡,1200000,1200000,0,0,가액변동없음
D397960C,201703,건물,단독주택,본인,서울특별시 종로구 평창동 대지 522.00㎡ 건물 329.87㎡,1200000,1200000,0,0,가액변동없음
NQR1206Q,201903,건물,아파트,본인,서울특별시 강남구 압구정동 신현대아파트 건물 183.41㎡ 중 91.70㎡,1200000,1036000,164000,0,가액변동
8VY63414,202303,채무,건물임대채무,본인,서울특별시 강남구 도곡동 에스케이리더스뷰 임대보증금증가,1200000,1150000,50000,0,전세 보증금 증액
NQR1206Q,201903,건물,아파트,배우자,서울특별시 강남구 압구정동 신현대아파트 건물 183.41㎡ 중 91.70㎡,1200000,1036000,164000,0,가액변동
ZBX31520,201703,채무,건물임대채무,본인,서울특별시 용산구 이태원동 임대보증금,1200000,1200000,0,0,
ZBX31520,201803,채무,건물임대채무,본인,서울특별시 용산구 이태원동 임대보증금,1200000,1200000,0,0,변동없음
8XE7026P,202408,채무,건물임대채무,본인,서울특별시 종로구 평동 경희궁자이 3단지 임대보증금,1200000,,,,
