의원ID,의원명,신고연도,신고월,자산구분,관계,종류,상세내역,종전가액,증가액,감소액,현재가액,변동사유
QUM8288K,이달곤,2024,8,예금,차남,,신한은행,15244,0,3327,11917,
QUM8288K,이달곤,2024,8,예금,차남,,우리은행,17206,270,0,17476,
QUM8288K,이달곤,2024,8,예금,차남,,한국투자증권,18,0,0,18,
QUM8288K,이달곤,2024,8,예금,차남,,한화생명보험주식회사,96,489,0,585,
QUM8288K,이달곤,2024,8,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,농협은행,114094,0,98323,15771,정치자금집행
QUM8288K,이달곤,2024,8,채무,본인,금융채무,현대캐피탈,9075,0,9075,0,리스해지
QUM8288K,이달곤,2024,8,채무,본인,건물임대채무,서울특별시 중구 회현동2가 쌍용남산플래티넘 임대보증금 감소,3650,0,3650,0,공실(임대계약만료)
QUM8288K,이달곤,2024,8,채무,배우자,건물임대채무,서울특별시 중구 회현동2가 쌍용남산플래티넘 임대보증금 감소,3650,0,3650,0,공실(임대계약만료)
QUM8288K,이달곤,2024,8,회원권,배우자,콘도미니엄,라카이샌드파인,23750,0,0,23750,변동없음
QUM8288K,이달곤,2024,8,고지거부및 등록제외사항,장남,고지거부,고지거부,0,0,0,0,독립생계유지
RO593601,이동주,2024,8,건물,배우자,아파트,인천광역시 부평구 산곡동 현대아파트 건물 72.48㎡ (건물 0.02㎡ 감소),211000,0,9000,202000,가액변동
RO593601,이동주,2024,8,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,본인,자동차,"2008년식 뉴프라이드 배기량(1,600cc)",771,0,0,771,
RO593601,이동주,2024,8,예금,본인,,국민은행,19673,0,12269,7404,근로소득에 의한 증가
RO593601,이동주,2024,8,예금,본인,,농협은행,14955,0,7901,7054,근로소득에 의한 증가
RO593601,이동주,2024,8,예금,본인,,메트라이프생명보험,5981,0,5981,0,근로소득에 의한 증가
RO593601,이동주,2024,8,예금,본인,,삼성생명보험,13927,1571,0,15498,근로소득에 의한 증가
RO593601,이동주,2024,8,예금,본인,,새마을금고중앙회,15,0,0,15,근로소득에 의한 증가
RO593601,이동주,2024,8,예금,본인,,신용협동조합중앙회,32,0,0,32,근로소득에 의한 증가
RO593601,이동주,2024,8,예금,본인,,주식회사 카카오뱅크,140,0,0,140,근로소득에 의한 증가
RO593601,이동주,2024,8,예금,배우자,,AIA생명보험주식회사,10573,313,0,10886,
RO593601,이동주,2024,8,예금,배우자,,국민은행,8265,0,4241,4024,
RO593601,이동주,2024,8,예금,배우자,,농협은행,0,6851,0,6851,
RO593601,이동주,2024,8,예금,배우자,,삼성화재해상보험,8910,0,0,8910,
RO593601,이동주,2024,8,예금,배우자,,스탠다드차타드은행,0,210,0,210,
RO593601,이동주,2024,8,예금,배우자,,신용협동조합중앙회,72,0,0,72,
RO593601,이동주,2024,8,예금,배우자,,신한라이프생명보험,4449,269,0,4718,
RO593601,이동주,2024,8,예금,배우자,,신한은행,249,10080,0,10329,
RO593601,이동주,2024,8,예금,배우자,,우리은행,660,0,0,660,
RO593601,이동주,2024,8,예금,배우자,,주식회사 카카오뱅크,60989,10936,0,71925,
RO593601,이동주,2024,8,예금,배우자,,중소기업은행,731,756,0,1487,
RO593601,이동주,2024,8,예금,배우자,,한화생명보험주식회사,22800,1000,0,23800,
RO593601,이동주,2024,8,예금,배우자,,현대해상화재보험,7052,366,0,7418,
RO593601,이동주,2024,8,예금,장남,,국민은행,7393,251,0,7644,
RO593601,이동주,2024,8,예금,장남,,주식회사 카카오뱅크,0,496,0,496,
RO593601,이동주,2024,8,예금,차남,,국민은행,8076,250,0,8326,
RO593601,이동주,2024,8,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,농협은행,88748,0,88748,0,임기 만료
RO593601,이동주,2024,8,고지거부및 등록제외사항,부,고지거부,고지거부,0,0,0,0,기타
6YT83269,이명수,2024,8,건물,본인,아파트,대전광역시 서구 월평동 한아름 아파트 건물 123.87㎡,355000,12000,0,367000,가액변동
6YT83269,이명수,2024,8,건물,본인,아파트(전세(임차)권),충청남도 아산시 권곡동 서해그랑블1차아파트 건물 84.79㎡,20000,0,0,20000,변동없음
6YT83269,이명수,2024,8,건물,배우자,상가,"대전광역시 유성구 봉명동 대지 1,472.00㎡ 중 368.00㎡ 건물 261.00㎡ 중 130.00㎡",1168221,29854,0,1198075,가액변동
6YT83269,이명수,2024,8,건물,장남,아파트(전세(임차)권),서울특별시 중구 충무로5가 엘크루 메트로시티2차 건물 22.75㎡,30000,0,0,30000,변동없음
6YT83269,이명수,2024,8,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,본인,자동차,"2021년식 팰리세이드 배기량(2,199cc) 감소",37300,0,37300,0,매도
6YT83269,이명수,2024,8,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,배우자,자동차,"2009년식 OPIRUS 배기량(3,342cc)",4920,0,710,4210,가액변동
6YT83269,이명수,2024,8,예금,본인,,(주)KEB하나은행,17,0,0,17,생활비 지출
6YT83269,이명수,2024,8,예금,본인,,국민은행,1,0,0,1,생활비 지출
6YT83269,이명수,2024,8,예금,본인,,농협은행,4208,4337,0,8545,생활비 지출
6YT83269,이명수,2024,8,예금,본인,,농협중앙회,478,9,0,487,생활비 지출
6YT83269,이명수,2024,8,예금,본인,,산림조합중앙회,100,0,0,100,생활비 지출
6YT83269,이명수,2024,8,예금,본인,,새마을금고중앙회,739,19,0,758,생활비 지출
6YT83269,이명수,2024,8,예금,본인,,스탠다드차타드은행,541,131,0,672,생활비 지출
6YT83269,이명수,2024,8,예금,본인,,신용협동조합중앙회,2439,60,0,2499,생활비 지출
6YT83269,이명수,2024,8,예금,본인,,신한라이프생명보험,61607,289,0,61896,생활비 지출
6YT83269,이명수,2024,8,예금,배우자,,(주)KEB하나은행,257637,0,34516,223121,
6YT83269,이명수,2024,8,예금,배우자,,농협생명보험,16800,0,0,16800,
6YT83269,이명수,2024,8,예금,배우자,,농협은행,1,525,0,526,
6YT83269,이명수,2024,8,예금,배우자,,농협중앙회,113092,12877,0,125969,
6YT83269,이명수,2024,8,예금,배우자,,삼성생명보험,31081,835,0,31916,
6YT83269,이명수,2024,8,예금,배우자,,삼성증권,1138,279,0,1417,
6YT83269,이명수,2024,8,예금,배우자,,삼성화재해상보험,3578,149,0,3727,
6YT83269,이명수,2024,8,예금,배우자,,신용협동조합중앙회,2233,5005,0,7238,
6YT83269,이명수,2024,8,예금,배우자,,신한라이프생명보험,28729,0,1322,27407,
6YT83269,이명수,2024,8,예금,배우자,,신한은행,1,0,0,1,
6YT83269,이명수,2024,8,예금,배우자,,우체국,2179,1557,0,3736,
6YT83269,이명수,2024,8,예금,배우자,,케이디비생명보험,6018,0,0,6018,
6YT83269,이명수,2024,8,예금,배우자,,한화생명보험주식회사,37356,0,0,37356,
6YT83269,이명수,2024,8,예금,장남,,(주)KEB하나은행,11169,389,0,11558,
6YT83269,이명수,2024,8,예금,장남,,국민은행,12001,0,12001,0,
6YT83269,이명수,2024,8,예금,장남,,농협중앙회,4,0,0,4,
6YT83269,이명수,2024,8,예금,장남,,삼성증권,20,0,20,0,
6YT83269,이명수,2024,8,예금,장남,,우체국,270,193,0,463,
6YT83269,이명수,2024,8,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,농협은행,6880,3976,0,10856,후원금 모금액 증가로 인한 정치자금
6YT83269,이명수,2024,8,증권,배우자,상장주식,"DB하이텍 1주, HMM 15주, NAVER 14주, 국전약품 5주, 만도 20주, 삼성전기 11주, 삼성전자 43주, 셀트리온 2주, 오상자이엘 666주(43주 증가), 카카오 47주, 한국비엔씨 31주, 한국조선해양 5주, 현대미포조선 21주, 현대차 23주",22957,1545,2229,22273,평가액변동
6YT83269,이명수,2024,8,증권,장남,상장주식,"LG에너지솔루션 1주, 레이크머티리얼즈 0주(577주 감소), 삼성물산 29주(29주 증가), 새로닉스 320주(320주 증가), 에코앤드림 207주(207주 증가), 에코프로 245주(196주 증가), 에코프로머티 45주(80주 감소), 엘앤에프 37주(11주 증가), 오상자이엘 194주(12주 증가), 이엔플러스 236주",72930,18975,39983,51922,
6YT83269,이명수,2024,8,채권,배우자,,사인간채권,95000,0,0,95000,변동없음
6YT83269,이명수,2024,8,채무,본인,,사인간채무,260000,0,0,260000,변동없음
6YT83269,이명수,2024,8,채무,본인,금융채무,농협은행,274441,0,8944,265497,차량할부금 및 봉급 등 일부 상환
6YT83269,이명수,2024,8,채무,본인,금융채무,농협중앙회,49178,0,3,49175,차량할부금 및 봉급 등 일부 상환
6YT83269,이명수,2024,8,채무,본인,금융채무,스탠다드차타드은행,121078,0,2573,118505,차량할부금 및 봉급 등 일부 상환
6YT83269,이명수,2024,8,채무,본인,금융채무,현대캐피탈,3996,0,3996,0,차량할부금 및 봉급 등 일부 상환
6YT83269,이명수,2024,8,채무,배우자,건물임대채무,대전광역시 유성구 봉명동 임대보증금,40000,0,0,40000,변동없음
6YT83269,이명수,2024,8,채무,장남,금융채무,(주)KEB하나은행,9500,0,0,9500,변동없음
6YT83269,이명수,2024,8,지식재산권,본인,저작재산권,신아산경제권 미래전략 소멸,0,0,0,0,
6YT83269,이명수,2024,8,가상자산,배우자,,"니어프로토콜 346.43011411개, 도지코인 272,393.8249158개(22,299.38183455개 증가), 리플 58,119.26512325개, 밀크 730.4602개, 비체인 213,128.2993개, 비트코인 0.15266975개, 스텔라루멘 109,688.29815004개, 썬 2,744.78017257개, 에이다 3,218.18726363개, 엔진코인 12.136개, 왁스 589.9706개, 이더리움 0.8664294개, 이더리움클래식 21.8612개, 칠리즈 250.3756개, 클레이튼 6,281.66980504개, 펀디엑스 22.237047개, 플로우 5개, 피블 169,215.52613843개",127439,42518,9675,160282,평가액 및 재투자 등의 변동
6YT83269,이명수,2024,8,가상자산,장남,,"바이텀 292,961.2414개, 벨로프로토콜 9,714.2662개, 솔라 5,560.56563934개, 솔라나 0개(30.4136253개 감소), 스텔라루멘 145,546.16491346개, 아이큐 0개(499,155.77972376개 감소), 앵커 179,157.33967941개, 엔진코인 3,376.46807837개, 이더리움클래식 127.43186546개, 코스모스 67.414738개(3.63788363개 증가), 크로노스 25,507.95267431개, 파일코인 667.16244339개, 폴리곤 4,116.28579414개(73.44840134개 증가), 플레어 2,019.355개, 플로우 1,830.06367764개",66392,7003,13133,60262,
HKJ99607,이병훈,2024,8,토지,배우자,전,광주광역시 서구 농성동 340번지 767.55㎡ 중 70.69㎡,24049,565,0,24614,가액변동
HKJ99607,이병훈,2024,8,토지,배우자,전,"광주광역시 서구 농성동 430번지 1,646.00㎡ 중 143.13㎡",106718,1445,0,108163,가액변동
HKJ99607,이병훈,2024,8,토지,배우자,전,광주광역시 서구 농성동 338-4번지 380.00㎡ 중 68.00㎡,28030,666,0,28696,가액변동
HKJ99607,이병훈,2024,8,건물,본인,아파트,서울특별시 양천구 목동 금호어울림 건물 120.12㎡ 중 60.06㎡,418500,8000,0,426500,가액변동
HKJ99607,이병훈,2024,8,건물,본인,아파트(전세(임차)권),광주광역시 동구 계림동 두산위브더파크 건물 59.99㎡,220000,0,0,220000,변동 없음
HKJ99607,이병훈,2024,8,건물,배우자,아파트,서울특별시 양천구 목동 금호어울림 건물 120.12㎡ 중 60.06㎡,418500,8000,0,426500,가액변동
HKJ99607,이병훈,2024,8,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,본인,자동차,"2011년식 그랜져HG 배기량(2,359cc)",5550,0,2646,2904,가액변동
HKJ99607,이병훈,2024,8,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,본인,자동차,"2019년식 그랜저IG 배기량(2,359cc)",16090,0,5897,10193,가액변동
HKJ99607,이병훈,2024,8,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,본인,자동차,2022년식 캐스퍼 배기량(998cc) 감소,11150,0,11150,0,매매
HKJ99607,이병훈,2024,8,예금,본인,,NH투자증권,1,0,0,1,"세비 및 이자 증가, 생활비, 채권 및 채무 상환 등"
HKJ99607,이병훈,2024,8,예금,본인,,광주은행,8563,664,0,9227,"세비 및 이자 증가, 생활비, 채권 및 채무 상환 등"
HKJ99607,이병훈,2024,8,예금,본인,,교보생명보험,43990,0,0,43990,"세비 및 이자 증가, 생활비, 채권 및 채무 상환 등"
HKJ99607,이병훈,2024,8,예금,본인,,국민은행,15276,27,0,15303,"세비 및 이자 증가, 생활비, 채권 및 채무 상환 등"
HKJ99607,이병훈,2024,8,예금,본인,,농협은행,112097,0,79790,32307,"세비 및 이자 증가, 생활비, 채권 및 채무 상환 등"
HKJ99607,이병훈,2024,8,예금,본인,,롯데손해보험,10525,784,0,11309,"세비 및 이자 증가, 생활비, 채권 및 채무 상환 등"
HKJ99607,이병훈,2024,8,예금,본인,,새마을금고중앙회,2068,63,0,2131,"세비 및 이자 증가, 생활비, 채권 및 채무 상환 등"
HKJ99607,이병훈,2024,8,예금,본인,,스탠다드차타드은행,3737,19957,0,23694,"세비 및 이자 증가, 생활비, 채권 및 채무 상환 등"
HKJ99607,이병훈,2024,8,예금,본인,,신용협동조합중앙회,400,101,0,501,"세비 및 이자 증가, 생활비, 채권 및 채무 상환 등"
HKJ99607,이병훈,2024,8,예금,본인,,신한투자증권,1321,17,0,1338,"세비 및 이자 증가, 생활비, 채권 및 채무 상환 등"
HKJ99607,이병훈,2024,8,예금,배우자,,(주)KEB하나은행,1011,0,0,1011,
HKJ99607,이병훈,2024,8,예금,배우자,,KB증권,30,0,0,30,
HKJ99607,이병훈,2024,8,예금,배우자,,NH투자증권,12562,1105,0,13667,
HKJ99607,이병훈,2024,8,예금,배우자,,롯데손해보험,9539,900,0,10439,
HKJ99607,이병훈,2024,8,예금,배우자,,삼성증권,10370,480,0,10850,
HKJ99607,이병훈,2024,8,예금,배우자,,스탠다드차타드은행,168068,0,149470,18598,
HKJ99607,이병훈,2024,8,예금,배우자,,중소기업은행,15493,1852,0,17345,
HKJ99607,이병훈,2024,8,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,농협은행,26808,0,26808,0,임기 만료로 인한 정치자금 정리
HKJ99607,이병훈,2024,8,증권,본인,상장주식,POSCO 7주,3496,0,878,2618,가액변동
HKJ99607,이병훈,2024,8,증권,배우자,상장주식,"GS건설 60주, LG전자 440주, SK바이오사이언스 2주, SK아이이테크놀로지 1주, 대한항공 900주, 삼성전기 50주, 삼성전자 200주, 실리콘투 6주, 에스디바이오센서 2주, 일진하이솔루스 2주, 카카오페이 3주, 한화갤러리아 101주, 한화솔루션 89주, 현대중공업 1주, 현대차 52주",105415,7255,4414,108256,
HKJ99607,이병훈,2024,8,증권,배우자,금융채,복리맞춤채권 0주,1045620,0,0,1045620,
HKJ99607,이병훈,2024,8,채권,본인,,기타 감소,20000,0,20000,0,채권 회수
HKJ99607,이병훈,2024,8,채권,배우자,,사인간채권,70000,0,0,70000,변동 없음
HKJ99607,이병훈,2024,8,채무,배우자,금융채무,중소기업은행,150000,0,150000,0,채무 상환
HKJ99607,이병훈,2024,8,비영리법인에 출연한 재산,본인,출연,"사회적협동조합 아시아도시재생연구원, 보유직위: 조합원",21500,0,0,21500,
HKJ99607,이병훈,2024,8,고지거부및 등록제외사항,장남,고지거부,고지거부,0,0,0,0,독립생계유지
HKJ99607,이병훈,2024,8,고지거부및 등록제외사항,차남,고지거부,고지거부,0,0,0,0,독립생계유지
ZYH1940A,이상민,2024,8,토지,배우자,답,충청남도 청양군 장평면 락지리 493-1번지 615.00㎡ 중 76.80㎡,798,16,0,814,가액변동
ZYH1940A,이상민,2024,8,토지,배우자,답,"충청남도 청양군 장평면 락지리 산 37-3번지 22,413.00㎡ 중 2,801.00㎡",4453,0,0,4453,가액변동
ZYH1940A,이상민,2024,8,건물,본인,아파트,대전광역시 유성구 전민동 엑스포아파트 건물 116.37㎡,270000,24000,0,294000,가액변동
ZYH1940A,이상민,2024,8,건물,본인,아파트,대전광역시 유성구 전민동 엑스포아파트 건물 188.43㎡,348000,20000,0,368000,가액변동
ZYH1940A,이상민,2024,8,건물,배우자,복합건물(주택+상가),경기도 화성시 반송동 대지 227.80㎡ 건물 581.66㎡,762965,12304,0,775269,가액변동
ZYH1940A,이상민,2024,8,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,본인,자동차,"2024년식 G80 배기량(2,497cc)",62031,0,11032,50999,가액변동
ZYH1940A,이상민,2024,8,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,배우자,자동차,"2013년식 소나타 배기량(1,999cc)",4770,0,770,4000,가액변동
ZYH1940A,이상민,2024,8,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,배우자,자동차,"2023년식 그랜저 배기량(2,497cc)",42176,0,7816,34360,가액변동
ZYH1940A,이상민,2024,8,예금,본인,,(주)KEB하나은행,589702,0,95980,493722,생활비등 지출로 인한 예금감소
ZYH1940A,이상민,2024,8,예금,본인,,국민은행,490,0,0,490,생활비등 지출로 인한 예금감소
ZYH1940A,이상민,2024,8,예금,본인,,농협은행,1046,639,0,1685,생활비등 지출로 인한 예금감소
ZYH1940A,이상민,2024,8,예금,본인,,농협중앙회,177,0,0,177,생활비등 지출로 인한 예금감소
ZYH1940A,이상민,2024,8,예금,본인,,삼성생명보험,40080,0,0,40080,생활비등 지출로 인한 예금감소
ZYH1940A,이상민,2024,8,예금,본인,,삼성증권,1609,153,0,1762,생활비등 지출로 인한 예금감소
ZYH1940A,이상민,2024,8,예금,본인,,새마을금고중앙회,773,34,0,807,생활비등 지출로 인한 예금감소
ZYH1940A,이상민,2024,8,예금,본인,,신용협동조합중앙회,135,2,0,137,생활비등 지출로 인한 예금감소
ZYH1940A,이상민,2024,8,예금,본인,,신한라이프생명보험,168000,0,0,168000,생활비등 지출로 인한 예금감소
ZYH1940A,이상민,2024,8,예금,본인,,신한은행,145,0,0,145,생활비등 지출로 인한 예금감소
ZYH1940A,이상민,2024,8,예금,본인,,유안타증권,6103,9,0,6112,생활비등 지출로 인한 예금감소
ZYH1940A,이상민,2024,8,예금,본인,,하나생명보험,120000,0,0,120000,생활비등 지출로 인한 예금감소
ZYH1940A,이상민,2024,8,예금,본인,,한화손해보험,300,0,0,300,생활비등 지출로 인한 예금감소
ZYH1940A,이상민,2024,8,예금,배우자,,(주)KEB하나은행,15058,0,3242,11816,
ZYH1940A,이상민,2024,8,예금,배우자,,(주)카카오페이증권,28,2,0,30,
ZYH1940A,이상민,2024,8,예금,배우자,,DB손해보험(주),7101,932,0,8033,
ZYH1940A,이상민,2024,8,예금,배우자,,NH투자증권,357148,191862,0,549010,
ZYH1940A,이상민,2024,8,예금,배우자,,교보생명보험,9697,0,1278,8419,
ZYH1940A,이상민,2024,8,예금,배우자,,농협중앙회,5752,13748,0,19500,
ZYH1940A,이상민,2024,8,예금,배우자,,동양생명보험,4072,0,0,4072,
ZYH1940A,이상민,2024,8,예금,배우자,,라이나생명보험,449,0,0,449,
ZYH1940A,이상민,2024,8,예금,배우자,,메트라이프생명보험,18021,0,18021,0,
ZYH1940A,이상민,2024,8,예금,배우자,,삼성생명보험,3924,427,0,4351,
ZYH1940A,이상민,2024,8,예금,배우자,,삼성증권,6283,1502,0,7785,
ZYH1940A,이상민,2024,8,예금,배우자,,삼성화재해상보험,2689,166,0,2855,
ZYH1940A,이상민,2024,8,예금,배우자,,수협중앙회,18000,5000,0,23000,
ZYH1940A,이상민,2024,8,예금,배우자,,신용협동조합중앙회,11101,0,10999,102,
ZYH1940A,이상민,2024,8,예금,배우자,,신한라이프생명보험,26169,5196,0,31365,
ZYH1940A,이상민,2024,8,예금,배우자,,신한은행,88,0,87,1,
ZYH1940A,이상민,2024,8,예금,배우자,,우리은행,9707,0,7207,2500,
ZYH1940A,이상민,2024,8,예금,배우자,,우체국,300,115,0,415,
ZYH1940A,이상민,2024,8,예금,배우자,,주식회사 카카오뱅크,22800,0,21653,1147,
ZYH1940A,이상민,2024,8,예금,배우자,,키움증권,50283,2890,0,53173,
ZYH1940A,이상민,2024,8,예금,배우자,,토스뱅크(주),100014,0,100001,13,
ZYH1940A,이상민,2024,8,예금,배우자,,현대해상화재보험,8731,499,0,9230,
ZYH1940A,이상민,2024,8,예금,장남,,(주)KEB하나은행,55099,1777,0,56876,
ZYH1940A,이상민,2024,8,예금,장남,,(주)카카오페이증권,0,1,0,1,
ZYH1940A,이상민,2024,8,예금,장남,,NH투자증권,3165,3648,0,6813,
ZYH1940A,이상민,2024,8,예금,장남,,교보증권,1,0,0,1,
ZYH1940A,이상민,2024,8,예금,장남,,미래에셋증권,30,0,30,0,
ZYH1940A,이상민,2024,8,예금,장남,,신용협동조합중앙회,100,2,0,102,
ZYH1940A,이상민,2024,8,예금,장남,,우리은행,0,2528,0,2528,
ZYH1940A,이상민,2024,8,예금,장남,,토스뱅크(주),1800,0,1800,0,
ZYH1940A,이상민,2024,8,예금,차남,,(주)KEB하나은행,54690,2492,0,57182,
ZYH1940A,이상민,2024,8,예금,차남,,(주)카카오페이증권,6,0,3,3,
ZYH1940A,이상민,2024,8,예금,차남,,NH투자증권,114,844,0,958,
ZYH1940A,이상민,2024,8,예금,차남,,국민은행,49,0,49,0,
ZYH1940A,이상민,2024,8,예금,차남,,토스뱅크(주),0,25,0,25,
ZYH1940A,이상민,2024,8,예금,차남,,하이투자증권,1,0,0,1,
ZYH1940A,이상민,2024,8,예금,장녀,,(주)KEB하나은행,26342,0,321,26021,
ZYH1940A,이상민,2024,8,예금,장녀,,DB손해보험(주),2412,47,0,2459,
ZYH1940A,이상민,2024,8,예금,장녀,,신용협동조합중앙회,11000,0,11000,0,
ZYH1940A,이상민,2024,8,예금,장녀,,우리은행,0,2500,0,2500,
ZYH1940A,이상민,2024,8,예금,장녀,,토스뱅크(주),0,11,0,11,
ZYH1940A,이상민,2024,8,예금,장녀,,하이투자증권,1,0,0,1,
ZYH1940A,이상민,2024,8,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,농협중앙회,6078,0,6078,0,임기만료
ZYH1940A,이상민,2024,8,증권,본인,상장주식,KT 71주,2442,114,0,2556,평가액 변동
ZYH1940A,이상민,2024,8,증권,배우자,상장주식,"APPLEINC 1주, PetcoHealth 2주, SK바이오팜 100주, 대한항공 30주, 롯데렌탈 15주, 메타플랫폼스ClassA 0.26주, 바이오플러스 28주, 버넥트 11주, 삼성스팩8호 39주, 삼성에스디에스 7주, 삼성전자 0주(100주 감소), 시지트로닉스 15주, 아모레G3우(전환) 442주, 애플 0.044주(0.002249주 감소), 에이에프더블류 74주, 에이엘티 5주, 엘비루셈 61주, 오라클 0주(0.000484주 감소), 카카오 63주, 현대차 0주(36주 감소), 호텔신라 30주",43174,10432,26519,27087,
ZYH1940A,이상민,2024,8,증권,차남,상장주식,애플 0.008주,1,1,0,2,
ZYH1940A,이상민,2024,8,채무,본인,,사인간채무,50000,0,0,50000,변동없음
ZYH1940A,이상민,2024,8,채무,본인,금융채무,현대캐피탈,28696,0,4218,24478,채무 감소
ZYH1940A,이상민,2024,8,채무,배우자,건물임대채무,경기도 화성시 반송동 임대보증금,120000,40000,40000,120000,신규계약 및 계약만료
ZYH1940A,이상민,2024,8,회원권,본인,콘도미니엄,롯데오션캐슬,23000,0,0,23000,변동없음
WVU2479T,이상헌,2024,8,건물,본인,근린생활시설(전세(임차)권),"울산광역시 북구 호계동 대지 0.00㎡ 건물 0.00㎡ (대지 649.21㎡ 감소, 건물 174.58㎡ 감소)",20000,0,20000,0,
WVU2479T,이상헌,2024,8,건물,본인,아파트(전세(임차)권),울산광역시 북구 신천동 신천 효성해링턴 플레이스 건물 84.14㎡,100000,0,0,100000,
WVU2479T,이상헌,2024,8,건물,본인,오피스텔(전세(임차)권),서울특별시 영등포구 여의도동 엘지여의도에클라트 건물 99.79㎡,30000,0,0,30000,
WVU2479T,이상헌,2024,8,건물,배우자,아파트,울산광역시 울주군 범서읍 천상리 청구제네스 건물 60.00㎡,90300,0,0,90300,
WVU2479T,이상헌,2024,8,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,본인,자동차,"2019년식 싼타페 배기량(1,995cc) 감소",16390,0,16390,0,
WVU2479T,이상헌,2024,8,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,배우자,자동차,"2017년식 그랜저 배기량(2,999cc)",15580,0,460,15120,
WVU2479T,이상헌,2024,8,예금,본인,,(주)KB손해보험,10529,386,0,10915,"급여 및 생활비 지출, 의정활동 종료로 인하여 보증금 반환받음"
WVU2479T,이상헌,2024,8,예금,본인,,(주)KEB하나은행,8142,0,509,7633,"급여 및 생활비 지출, 의정활동 종료로 인하여 보증금 반환받음"
WVU2479T,이상헌,2024,8,예금,본인,,경남은행,26112,146674,0,172786,"급여 및 생활비 지출, 의정활동 종료로 인하여 보증금 반환받음"
WVU2479T,이상헌,2024,8,예금,본인,,국민은행,154778,0,3509,151269,"급여 및 생활비 지출, 의정활동 종료로 인하여 보증금 반환받음"
WVU2479T,이상헌,2024,8,예금,본인,,농협은행,44572,11625,0,56197,"급여 및 생활비 지출, 의정활동 종료로 인하여 보증금 반환받음"
WVU2479T,이상헌,2024,8,예금,본인,,농협중앙회,50000,0,50000,0,"급여 및 생활비 지출, 의정활동 종료로 인하여 보증금 반환받음"
WVU2479T,이상헌,2024,8,예금,본인,,미래에셋생명보험,52288,1511,0,53799,"급여 및 생활비 지출, 의정활동 종료로 인하여 보증금 반환받음"
WVU2479T,이상헌,2024,8,예금,본인,,새마을금고중앙회,51117,0,49954,1163,"급여 및 생활비 지출, 의정활동 종료로 인하여 보증금 반환받음"
WVU2479T,이상헌,2024,8,예금,본인,,신용협동조합중앙회,104,0,0,104,"급여 및 생활비 지출, 의정활동 종료로 인하여 보증금 반환받음"
WVU2479T,이상헌,2024,8,예금,본인,,신용협동조합중앙회 신용공제사업부,120,0,120,0,"급여 및 생활비 지출, 의정활동 종료로 인하여 보증금 반환받음"
WVU2479T,이상헌,2024,8,예금,본인,,신한은행,709,0,0,709,"급여 및 생활비 지출, 의정활동 종료로 인하여 보증금 반환받음"
WVU2479T,이상헌,2024,8,예금,본인,,유안타증권,1,0,0,1,"급여 및 생활비 지출, 의정활동 종료로 인하여 보증금 반환받음"
WVU2479T,이상헌,2024,8,예금,배우자,,(주)KEB하나은행,50157,0,0,50157,
WVU2479T,이상헌,2024,8,예금,배우자,,DB손해보험(주),690,75,0,765,
WVU2479T,이상헌,2024,8,예금,배우자,,NH투자증권,13,0,0,13,
WVU2479T,이상헌,2024,8,예금,배우자,,농협생명보험,42468,0,0,42468,
WVU2479T,이상헌,2024,8,예금,배우자,,농협중앙회,964,571,0,1535,
WVU2479T,이상헌,2024,8,예금,배우자,,미래에셋생명보험,9114,245,0,9359,
WVU2479T,이상헌,2024,8,예금,배우자,,새마을금고중앙회,301,13,0,314,
WVU2479T,이상헌,2024,8,예금,배우자,,신한라이프생명보험,2832,394,0,3226,
WVU2479T,이상헌,2024,8,예금,배우자,,우체국,28712,635,0,29347,
WVU2479T,이상헌,2024,8,예금,배우자,,주식회사 카카오뱅크,5,0,5,0,
WVU2479T,이상헌,2024,8,예금,배우자,,흥국화재해상보험(주),14784,991,0,15775,
WVU2479T,이상헌,2024,8,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,농협은행,121460,0,110136,11324,의정활동에 따른 후원금 지출
WVU2479T,이상헌,2024,8,채무,본인,금융채무,(주)KB손해보험,1510,0,0,1510,
